episode,ep_return_mean,ep_return_std,collisions,steps
1,-31.123126983642578,21.018630981445312,0,300
2,-0.8252418041229248,4.221970558166504,0,300
3,110.91802978515625,97.30174255371094,0,300
4,223.1536865234375,10.197456359863281,0,120
5,-13.676959991455078,12.909080505371094,0,300
6,90.66819763183594,115.27081298828125,0,300
7,88.30552673339844,122.7337646484375,0,300
8,-31.741565704345703,12.112523078918457,0,300
9,-25.86378288269043,1.4070625305175781,0,300
10,-18.30426597595215,19.790300369262695,1,300
11,64.69153594970703,104.35555267333984,4,300
12,94.8778076171875,111.46650695800781,2,300
13,-41.69943618774414,12.182257652282715,0,300
14,-43.074195861816406,25.33342742919922,3,300
15,-6.87531852722168,9.07492446899414,0,300
16,109.30904388427734,120.5093994140625,0,300
17,225.03790283203125,11.76239013671875,0,260
18,99.1162338256836,119.75513458251953,0,300
19,-36.340057373046875,9.447919845581055,1,300
20,1.4039592742919922,0.985598623752594,0,300
21,90.53904724121094,115.80824279785156,0,300
22,-16.151277542114258,29.813753128051758,0,300
23,-20.988658905029297,8.612869262695312,0,300
24,-7.595839977264404,7.7091755867004395,0,300
25,99.25025177001953,110.43755340576172,0,300
26,7.260811805725098,10.69907283782959,0,300
27,-19.370494842529297,6.239715576171875,3,300
28,-26.324386596679688,6.5845842361450195,0,300
29,-13.221297264099121,13.837142944335938,0,300
30,97.74185180664062,120.44845581054688,0,300
31,99.6141128540039,113.8080825805664,0,300
32,-51.697174072265625,0.7555980682373047,3,300
33,99.05335235595703,102.6452407836914,0,300
34,-4.010305404663086,3.442814350128174,0,300
35,0.8088700771331787,2.8560750484466553,0,300
36,-4.996665000915527,4.664263725280762,0,300
37,108.9288558959961,122.32948303222656,0,300
38,-7.657673358917236,1.6168513298034668,0,300
39,-2.362179756164551,5.794333457946777,0,300
40,-19.097976684570312,9.233341217041016,0,300
41,-14.001557350158691,14.248307228088379,0,300
42,-20.786842346191406,11.123809814453125,0,300
43,114.14585876464844,91.63629150390625,0,300
44,110.0047378540039,115.64349365234375,0,300
45,-18.483346939086914,19.790393829345703,0,300
46,-8.573637008666992,15.532020568847656,0,300
47,-22.92232894897461,19.05277442932129,0,300
48,-23.957740783691406,9.303519248962402,1,300
49,107.72506713867188,116.84230041503906,0,300
50,110.03353118896484,111.2122573852539,0,300
