episode,ep_return_mean,ep_return_std,collisions,steps
1,-41.03038787841797,23.601957321166992,0,500
2,11.575712203979492,12.07304573059082,0,500
3,393.54669189453125,447.3367919921875,0,500
4,-48.96522903442383,117.19105529785156,14,500
5,-46.08000564575195,5.9771270751953125,5,500
6,-34.20773696899414,9.510233879089355,0,500
7,257.1020202636719,53.36956024169922,0,500
8,104.00568389892578,110.90914916992188,0,500
9,8.125415802001953,21.44156265258789,0,500
10,-18.864444732666016,14.945369720458984,0,500
11,282.6409912109375,272.4558410644531,0,500
12,-12.451645851135254,20.998489379882812,1,500
13,-40.727909088134766,5.328651428222656,1,500
14,-31.13616943359375,6.201537132263184,3,500
15,31.524137496948242,10.738065719604492,0,500
16,1194.48583984375,1200.7451171875,0,500
17,472.2024230957031,223.72335815429688,1,500
18,1194.2418212890625,1216.8297119140625,0,500
19,-17.280033111572266,2.223405361175537,0,500
20,2870.8837890625,2853.783203125,0,500
21,535.562744140625,549.7838745117188,0,500
22,252.99290466308594,284.043212890625,0,500
23,-41.036888122558594,14.759119987487793,0,500
24,1469.9278564453125,1420.1046142578125,0,500
25,-14.709033966064453,7.969566822052002,0,500
26,36.238929748535156,19.42091941833496,0,500
27,10.15300178527832,22.87517738342285,0,500
28,180.98263549804688,210.5128936767578,0,500
29,1328.136474609375,1434.24609375,8,500
30,417.83367919921875,404.7999267578125,0,500
31,0.38347434997558594,9.503103256225586,0,500
32,-9.331780433654785,9.844599723815918,0,500
33,136.55850219726562,161.33016967773438,1,500
34,608.3232421875,623.9993896484375,0,500
35,-8.275407791137695,9.850571632385254,2,500
36,12.258378982543945,15.786237716674805,1,500
37,634.8864135742188,182.8641357421875,1,461
38,-0.5905556678771973,11.603536605834961,1,500
39,148.13153076171875,149.23583984375,0,500
40,208.36398315429688,169.4014892578125,3,500
41,63.68023681640625,29.218965530395508,0,500
42,83.57185363769531,189.7685089111328,13,500
43,57.07770538330078,20.73771095275879,0,500
44,1630.511474609375,1611.3017578125,0,500
45,1495.7381591796875,1541.1727294921875,1,500
46,5.430006980895996,27.083965301513672,0,500
47,1219.0751953125,95.0804443359375,0,437
48,-13.02433967590332,21.93217658996582,0,500
49,63.94364929199219,62.08751678466797,0,500
50,915.1959228515625,302.5904235839844,0,500
51,16.10939598083496,7.740285873413086,0,500
52,3714.3759765625,3710.5341796875,4,500
53,878.7724609375,551.4818115234375,0,500
54,-2.014704942703247,7.0942230224609375,0,500
55,184.61122131347656,153.5067596435547,1,500
56,2991.903564453125,2982.3134765625,0,500
57,99.97674560546875,83.05938720703125,0,500
58,-8.993329048156738,2.3145968914031982,0,500
59,178.00242614746094,199.4021453857422,4,500
60,166.53794860839844,126.52861785888672,0,500
61,967.7846069335938,1026.3681640625,0,500
62,1240.216552734375,585.0874633789062,1,500
63,719.747802734375,370.8116455078125,12,500
64,222.05233764648438,266.74273681640625,0,500
65,98.89405822753906,27.36771011352539,0,500
66,459.2516784667969,464.1850891113281,0,500
67,-7.651481628417969,1.0037212371826172,0,500
68,-7.5107574462890625,4.895288944244385,0,500
69,657.5548095703125,125.10577392578125,0,500
70,29.28653335571289,8.994709014892578,1,500
71,8.718033790588379,22.912410736083984,0,500
72,158.0380859375,126.1098403930664,0,500
73,16.47957992553711,11.536563873291016,0,500
74,379.95770263671875,267.21539306640625,0,74
75,1677.0911865234375,1647.2747802734375,0,500
76,2432.15185546875,2457.196044921875,2,500
77,205.66993713378906,205.39999389648438,0,500
78,-197.6619110107422,11.868423461914062,18,500
79,-66.46548461914062,24.416458129882812,4,500
80,0.8642323017120361,4.79642391204834,1,500
81,-34.88932418823242,36.49924087524414,2,500
82,-13.301973342895508,3.975025177001953,3,500
83,-8.921995162963867,3.225463390350342,2,500
84,-9.277777671813965,13.339011192321777,0,500
85,41.71691131591797,42.77655792236328,0,500
86,1.0388150215148926,6.509475231170654,0,500
87,3.0772552490234375,17.827016830444336,0,500
88,96.34154510498047,91.41331481933594,1,500
89,963.4151611328125,554.36865234375,0,500
90,264.9454345703125,267.31787109375,0,500
91,4.718101978302002,2.013245105743408,0,500
92,534.7825317382812,472.56201171875,0,500
93,746.0037841796875,771.0067138671875,0,500
94,888.1644287109375,602.5262451171875,1,500
95,4184.5849609375,4179.9638671875,0,500
96,224.1261444091797,244.16761779785156,0,500
97,2413.647705078125,2410.403076171875,0,500
98,-5.656684398651123,3.8757736682891846,2,500
99,204.38475036621094,242.82923889160156,2,500
100,1670.44677734375,1686.9898681640625,0,500
101,34.09728240966797,74.53764343261719,3,500
102,50.7710075378418,57.01627731323242,1,500
103,605.4063720703125,595.8150634765625,0,500
104,-12.780279159545898,1.5866732597351074,0,500
105,618.7764282226562,599.1045532226562,2,500
106,787.4362182617188,837.3163452148438,0,500
107,392.0177917480469,411.1325988769531,0,500
108,3593.987060546875,3554.918701171875,0,500
109,2155.119873046875,2141.660400390625,0,500
110,-93.19464874267578,7.695396423339844,9,500
111,4.951542377471924,19.164920806884766,1,500
112,999.3062133789062,734.276611328125,1,302
113,673.8033447265625,246.13552856445312,0,308
114,453.0794372558594,456.8074035644531,0,500
115,241.5818634033203,16.914443969726562,0,59
116,2066.233642578125,2066.4130859375,0,500
117,1854.26513671875,1264.209228515625,0,500
118,1208.675537109375,683.9773559570312,0,500
119,6.671874046325684,1.2733750343322754,0,500
120,1547.5438232421875,1325.6090087890625,1,500
121,-32.826961517333984,13.264846801757812,5,500
122,476.307373046875,39.20909118652344,0,500
123,456.42291259765625,446.0526123046875,0,500
124,-24.44190216064453,9.308785438537598,3,500
125,3600.78857421875,1155.3238525390625,0,485
126,381.1239013671875,349.686279296875,0,500
127,108.83226013183594,102.72274780273438,0,500
128,505.2307434082031,459.3829040527344,0,500
129,-118.63340759277344,9.28957748413086,13,500
130,1394.2198486328125,1352.5133056640625,0,500
131,-148.22329711914062,9.090095520019531,16,500
132,8.389098167419434,25.402477264404297,0,500
133,307.3661804199219,294.1631774902344,0,500
134,136.12156677246094,157.81924438476562,2,500
135,799.8731079101562,803.4791870117188,0,500
136,89.60176086425781,93.08092498779297,1,500
137,375.92584228515625,281.9981689453125,0,500
138,-9.768634796142578,10.246665954589844,1,500
139,1439.7916259765625,707.5408325195312,0,500
140,2184.60498046875,1869.90576171875,0,500
141,565.0860595703125,457.4012756347656,0,500
142,168.62088012695312,183.34201049804688,6,500
143,305.34716796875,127.85313415527344,0,500
144,29.73908233642578,11.759589195251465,0,500
145,522.6555786132812,89.42997741699219,1,500
146,1354.13232421875,1343.947998046875,0,500
147,949.2433471679688,955.4983520507812,1,500
148,423.0838623046875,411.99755859375,0,500
149,160.87098693847656,142.5883331298828,0,500
150,1228.601806640625,398.47857666015625,1,500
151,544.4229125976562,357.6256408691406,4,500
152,520.8356323242188,508.38751220703125,0,500
153,1081.8260498046875,1017.7022094726562,3,500
154,-0.7981986999511719,18.84379005432129,0,500
155,21.522485733032227,22.996797561645508,0,500
156,202.1298370361328,95.09550476074219,0,214
157,1169.8494873046875,457.0375061035156,0,500
158,804.8469848632812,403.6744079589844,0,500
159,1925.7822265625,1954.4647216796875,3,500
160,399.62982177734375,422.759521484375,0,500
161,14.434783935546875,169.33204650878906,12,500
162,1350.832763671875,1391.1844482421875,0,500
163,69.12153625488281,34.90810775756836,0,500
164,1255.584716796875,534.3837280273438,1,500
165,1519.420166015625,1131.765380859375,0,500
166,10.052359580993652,2.412000894546509,0,500
167,1140.3743896484375,1150.7186279296875,0,500
168,-4.394498825073242,5.646493434906006,0,500
169,1548.388671875,1043.153076171875,0,500
170,402.8939514160156,395.4653625488281,0,500
171,2693.186279296875,2503.292236328125,0,271
172,461.7304992675781,36.298370361328125,1,500
173,2630.02001953125,2642.916015625,0,500
174,435.30206298828125,123.81134033203125,22,500
175,1112.248291015625,325.1180725097656,0,500
176,803.98681640625,31.763885498046875,0,415
177,3074.15478515625,2670.025390625,6,500
178,610.8369750976562,613.7470092773438,0,500
179,1378.3243408203125,1369.2750244140625,0,500
180,656.91748046875,641.2529296875,0,500
181,147.80514526367188,137.18653869628906,0,500
182,1909.5025634765625,1902.9407958984375,0,500
183,2163.940673828125,2134.617431640625,0,500
184,475.6610107421875,527.539306640625,1,500
