episode,ep_return_mean,ep_return_std,collisions,steps
1,15.327436447143555,24.600841522216797,0,300
2,0.10179901123046875,12.543176651000977,0,300
3,-44.2932243347168,4.466945648193359,4,300
4,712.2040405273438,713.1842041015625,0,300
5,676.5078125,640.6292724609375,0,300
6,-20.348236083984375,3.8373708724975586,0,300
7,485.275634765625,577.1895751953125,0,300
8,-12.006950378417969,9.84303092956543,0,300
9,-14.353633880615234,11.73820686340332,0,300
10,9.924749374389648,31.403398513793945,0,300
11,-6.652983665466309,26.408554077148438,0,300
