episode,ep_return_mean,ep_return_std,collisions,steps
1,-74.57081604003906,25.509904861450195,0,300
2,203.25978088378906,268.35772705078125,0,300
3,-120.7359619140625,1.2882843017578125,4,300
4,258.0218811035156,332.45916748046875,0,300
5,212.7244415283203,293.3483581542969,1,300
6,-88.58427429199219,14.932430267333984,0,300
7,-139.1719970703125,12.036285400390625,0,300
8,-130.206298828125,18.88990020751953,0,300
9,207.033203125,296.8097839355469,0,300
10,-82.47344970703125,23.63079071044922,0,300
11,-95.20881652832031,39.554046630859375,0,300
12,-92.43342590332031,0.9458122253417969,2,300
13,-154.82510375976562,7.576728820800781,0,300
14,-129.1544647216797,33.10728073120117,0,300
15,-60.03239059448242,42.86635971069336,0,300
16,-133.55039978027344,12.46030044555664,0,300
17,-115.51026153564453,7.664825439453125,0,300
18,-75.40251159667969,0.10577011108398438,0,300
19,-77.38919830322266,14.007158279418945,0,300
20,237.43565368652344,309.50830078125,0,300
21,-129.69085693359375,28.03866958618164,0,300
22,-111.29774475097656,28.048049926757812,0,300
23,-77.88340759277344,25.559783935546875,0,300
24,241.81787109375,354.26007080078125,0,300
25,-106.71165466308594,15.064254760742188,0,300
26,-65.13807678222656,15.437957763671875,0,300
27,250.33169555664062,345.6873474121094,0,300
28,240.5394287109375,357.3857421875,0,300
29,-93.17344665527344,15.449481964111328,0,300
30,-95.261962890625,1.0472831726074219,0,300
31,-104.89201354980469,10.794937133789062,0,300
32,265.55157470703125,317.95654296875,0,300
33,-53.924171447753906,2.6102046966552734,0,300
34,-102.778564453125,45.74930191040039,0,300
35,-81.22103881835938,26.819347381591797,9,300
36,-188.1689453125,10.422798156738281,48,300
37,-88.31596374511719,13.226383209228516,0,300
38,-112.13381958007812,29.108081817626953,21,300
39,-83.27459716796875,12.2791748046875,0,300
40,-81.00265502929688,3.035388946533203,3,300
41,-78.35591888427734,32.474361419677734,0,300
42,-90.22530364990234,1.9680709838867188,0,300
43,-91.37757873535156,6.219203948974609,3,300
44,-87.14714813232422,30.881248474121094,0,300
45,-93.9453125,9.255199432373047,10,300
46,327.1769714355469,5.01885986328125,0,21
47,-98.50702667236328,22.534622192382812,3,300
48,-153.050537109375,26.520065307617188,40,300
49,216.3891143798828,280.80926513671875,1,300
50,-63.57012176513672,31.442792892456055,8,300
51,-282.45782470703125,26.486740112304688,82,300
52,-340.6475830078125,14.6766357421875,105,300
53,-465.8160095214844,27.2125244140625,126,300
54,-556.3681640625,12.180877685546875,138,300
55,-591.0831298828125,6.896697998046875,153,300
56,-408.8045654296875,13.532028198242188,124,300
57,281.8370056152344,320.2837829589844,0,300
58,-612.9532470703125,6.6046142578125,167,300
59,-426.9632263183594,30.072174072265625,89,300
60,-452.01983642578125,10.777420043945312,117,300
61,277.90655517578125,317.8946533203125,0,300
62,-154.98947143554688,6.868629455566406,24,300
63,301.7654113769531,302.1064758300781,0,300
64,-144.51467895507812,63.683082580566406,22,300
65,-106.25662231445312,14.303546905517578,0,300
66,-210.83668518066406,38.2403564453125,52,300
67,-91.08726501464844,5.829486846923828,0,300
68,-27.18267822265625,1.7233343124389648,0,300
69,-371.2999572753906,1.436065673828125,94,300
70,-566.91357421875,20.28277587890625,145,300
71,-372.17572021484375,45.57463073730469,100,300
72,-541.4554443359375,57.038421630859375,150,300
73,-575.1519775390625,5.310882568359375,161,300
74,-731.3698120117188,37.4588623046875,173,300
75,-654.5797119140625,43.6031494140625,178,300
76,-569.773681640625,38.769500732421875,141,300
77,-634.4892578125,27.2276611328125,153,300
78,311.24298095703125,316.29803466796875,0,300
79,-351.7014465332031,225.43930053710938,131,300
80,-512.7696533203125,22.08221435546875,132,300
81,-439.5569152832031,2.22113037109375,118,300
82,-533.9127197265625,16.840179443359375,140,300
83,-605.1943359375,22.45257568359375,159,300
84,-505.1643981933594,44.011077880859375,130,300
85,-482.64306640625,5.6094512939453125,130,300
86,-379.08563232421875,14.071121215820312,97,300
87,-350.96966552734375,60.25105285644531,101,300
88,-519.00830078125,8.537734985351562,145,300
89,-393.75653076171875,14.940078735351562,110,300
90,-304.88238525390625,10.548812866210938,67,300
91,-283.72406005859375,15.6229248046875,70,300
92,-264.9107666015625,21.02098846435547,56,300
93,-156.18170166015625,35.25416946411133,21,300
94,-22.566301345825195,3.2694854736328125,0,300
95,-99.42277526855469,26.569011688232422,0,300
96,-112.92864227294922,50.362857818603516,24,300
97,-120.296142578125,37.87361145019531,3,300
98,-459.80389404296875,16.615249633789062,118,300
99,277.6264953613281,350.3085632324219,0,300
100,-701.0357055664062,17.47442626953125,174,300
