episode,ep_return_mean,ep_return_std,collisions,steps
1,-57.25292205810547,6.520452976226807,0,200
2,137.76785278320312,181.97935485839844,0,200
3,-41.60133361816406,4.773843765258789,0,200
4,-36.083335876464844,12.675724983215332,0,200
5,-43.69320297241211,1.6739387512207031,0,200
6,-43.59571075439453,10.829004287719727,4,200
7,-49.90473937988281,8.680549621582031,0,200
8,-34.166114807128906,8.414634704589844,0,200
9,-30.170101165771484,9.862914085388184,0,200
10,-38.80372619628906,28.719392776489258,0,200
11,-19.501380920410156,15.532772064208984,0,200
12,207.42575073242188,238.0352783203125,0,200
13,-61.11259460449219,14.928232192993164,0,200
14,-54.19763946533203,4.7825164794921875,5,200
15,-165.63397216796875,35.847923278808594,23,200
16,-57.059165954589844,2.529722213745117,4,200
17,-32.79908752441406,12.277143478393555,0,200
18,224.5277099609375,272.27716064453125,0,200
19,-34.51624298095703,10.839855194091797,0,200
20,-315.76904296875,4.1554412841796875,36,200
21,-50.26902770996094,16.435073852539062,0,200
22,-41.08258056640625,0.3638916015625,0,200
23,129.69473266601562,166.67315673828125,0,200
24,-37.59702682495117,9.500639915466309,0,200
25,170.0847625732422,199.7338104248047,0,200
26,-11.383460998535156,9.146614074707031,0,200
27,-38.76809310913086,3.0826683044433594,0,200
28,187.86129760742188,183.89608764648438,0,200
29,-56.65209197998047,14.742380142211914,0,200
30,-59.23375701904297,11.450578689575195,0,200
31,-12.2328462600708,18.61038589477539,0,200
32,-176.847412109375,0.6249465942382812,41,200
33,-17.366600036621094,199.95248413085938,20,200
34,-251.3641815185547,226.02322387695312,47,200
35,-6.734716892242432,9.920857429504395,0,200
36,-45.84439468383789,32.12064743041992,0,200
37,-71.72224426269531,4.221199035644531,13,200
38,201.77163696289062,254.29110717773438,0,200
39,1.0655864477157593,1.3401482105255127,0,200
40,151.5381317138672,184.554443359375,0,200
41,175.0626220703125,172.1273193359375,0,200
42,-383.6933898925781,8.88525390625,38,200
43,-46.14385223388672,29.54484748840332,0,200
44,-32.58563232421875,12.785665512084961,0,200
45,-38.8349494934082,41.826290130615234,6,200
46,188.075927734375,232.2364501953125,0,200
47,-36.92683792114258,13.456681251525879,0,200
48,171.72604370117188,172.86553955078125,0,200
49,200.8216094970703,215.6388397216797,0,200
50,-6.268877029418945,0.062436580657958984,0,200
51,-20.410343170166016,9.638296127319336,0,200
52,-4.950949668884277,24.051437377929688,0,200
53,234.2524871826172,223.55162048339844,0,200
54,-39.602760314941406,28.844764709472656,0,200
55,12.72787094116211,24.81280517578125,0,200
56,-5.33145809173584,5.3601484298706055,0,200
57,-19.14240264892578,7.291628837585449,0,200
58,-6.1085205078125,10.195941925048828,0,200
59,213.85427856445312,277.9698791503906,0,200
60,171.3584442138672,201.14559936523438,0,200
61,203.78013610839844,260.6229248046875,0,200
62,236.92771911621094,252.0579376220703,0,200
63,206.29452514648438,210.1891326904297,0,200
64,-40.04866027832031,17.500070571899414,0,200
65,-8.763496398925781,5.263425350189209,0,200
66,-82.61087036132812,11.621894836425781,13,200
67,-38.66810607910156,13.07390022277832,0,200
68,-35.4316520690918,11.438204765319824,0,200
69,-15.039477348327637,25.830406188964844,0,200
70,194.53321838378906,188.66941833496094,0,200
71,245.8424072265625,246.91441345214844,0,200
