episode,return_mean,collisions,steps,success
1,-7.189099311828613,3,300,0
2,157.6442108154297,0,300,0
3,-8.507156372070312,42,300,0
4,148.9486541748047,0,300,0
5,-1.304758071899414,17,300,0
6,-8.089445114135742,0,300,0
7,158.35659790039062,5,300,0
8,1.6046772003173828,0,300,0
9,7.959538459777832,48,300,0
10,5.925187110900879,0,300,0
11,-4.469601631164551,0,300,0
12,0.5330853462219238,0,300,0
13,-7.146914482116699,0,300,0
14,152.6861114501953,22,300,0
15,170.89794921875,0,300,0
16,1.2863500118255615,9,300,0
17,155.76206970214844,27,300,0
18,152.91018676757812,0,300,0
19,2.1972954273223877,0,300,0
20,163.12100219726562,0,300,0
21,-11.226089477539062,61,300,0
22,149.97320556640625,14,300,0
23,1.6342110633850098,0,300,0
24,10.019943237304688,0,300,0
25,7.965548515319824,63,300,0
26,11.317649841308594,0,300,0
27,159.7122344970703,0,300,0
28,8.054933547973633,12,300,0
29,311.7864990234375,0,100,1
30,146.5694122314453,1,300,0
31,2.3908438682556152,0,300,0
32,15.636899948120117,0,300,0
33,11.339522361755371,12,300,0
34,161.0286407470703,7,300,0
35,15.290477752685547,0,300,0
36,161.6687469482422,0,300,0
37,177.305419921875,0,300,0
38,319.66900634765625,11,114,1
39,321.15789794921875,0,192,1
40,164.15769958496094,8,300,0
41,166.29759216308594,0,300,0
42,154.2017364501953,0,300,0
43,168.37315368652344,10,300,0
44,-0.7324416637420654,0,300,0
45,159.71385192871094,0,300,0
46,312.0208740234375,0,56,1
47,8.147863388061523,51,300,0
48,170.41123962402344,0,300,0
49,324.9844665527344,2,241,1
50,171.94190979003906,0,300,0
