episode,return_mean,collisions,steps,success
1,-43.189109802246094,3,300,0
2,192.1630401611328,0,300,0
3,-902.303955078125,89,300,0
4,-11.476621627807617,0,300,0
5,338.71954345703125,0,215,1
6,-21.48919677734375,0,300,0
7,-31.223236083984375,20,300,0
8,-21.419761657714844,1,300,0
9,-1025.884521484375,102,300,0
10,-10.63408088684082,0,300,0
11,-17.419431686401367,0,300,0
12,-69.16754150390625,6,300,0
13,-48.74369430541992,2,300,0
14,-79.65304565429688,7,300,0
15,-5.706454277038574,0,300,0
16,-20.149120330810547,0,300,0
17,-15.012125015258789,0,300,0
18,193.18994140625,0,300,0
19,202.45562744140625,0,300,0
20,172.50701904296875,0,300,0
21,-71.68807983398438,6,300,0
22,183.3846893310547,0,300,0
23,201.8984832763672,0,300,0
24,186.703369140625,0,300,0
25,-100.54759216308594,9,300,0
26,171.65283203125,0,300,0
27,176.5987548828125,2,300,0
28,-615.02392578125,81,300,0
29,156.7238311767578,1,300,0
30,-15.624242782592773,0,300,0
31,-30.790058135986328,2,300,0
32,-146.76748657226562,15,300,0
33,-6.12093448638916,0,300,0
34,1.210615634918213,0,300,0
35,-6.951010227203369,0,300,0
36,-315.1099853515625,52,300,0
37,-5.150597095489502,0,300,0
38,-23.643402099609375,2,300,0
39,202.03826904296875,0,300,0
40,-4.396488189697266,0,300,0
41,-77.29710388183594,27,300,0
42,198.28311157226562,0,300,0
43,194.62400817871094,0,300,0
44,-10.033487319946289,0,300,0
45,177.74166870117188,0,300,0
46,194.56813049316406,0,300,0
47,-17.487133026123047,2,300,0
48,2.87259578704834,0,300,0
49,192.4033203125,13,279,1
50,326.89398193359375,0,284,1
