episode,return_mean,collisions,steps,success
1,-80.90782165527344,0,300,0
2,243.92465209960938,0,300,0
3,-119.89215850830078,9,300,0
4,-95.43708801269531,0,300,0
5,-99.22358703613281,0,300,0
6,-83.02645111083984,0,300,0
7,196.04742431640625,0,300,0
8,-61.30615234375,0,300,0
9,-1125.1441650390625,118,300,0
10,-88.06692504882812,0,300,0
11,-380.08013916015625,25,300,0
12,-44.24242401123047,0,300,0
13,145.55743408203125,0,300,0
14,221.81796264648438,0,300,0
15,-68.34910583496094,0,300,0
16,-95.69525909423828,0,300,0
17,-106.24971008300781,32,300,0
18,224.10855102539062,0,300,0
19,-42.127323150634766,0,300,0
20,-60.71226119995117,0,300,0
21,-72.75901794433594,0,300,0
22,-95.09771728515625,0,300,0
23,227.93902587890625,0,300,0
24,-55.34989929199219,0,300,0
25,-100.25177764892578,0,300,0
26,-47.51676559448242,0,300,0
27,-703.5328369140625,44,300,0
28,241.10711669921875,0,300,0
29,-78.18057250976562,1,300,0
30,-102.1475601196289,0,300,0
31,-81.85801696777344,0,300,0
32,293.67340087890625,0,300,0
33,-54.148616790771484,0,300,0
34,-92.20594787597656,2,300,0
35,-64.80744934082031,0,300,0
36,-297.87701416015625,18,300,0
37,-50.81108093261719,0,300,0
38,-1308.347412109375,123,300,0
39,-324.192626953125,35,300,0
40,-2600.890625,174,300,0
41,93.27986907958984,32,300,0
42,-102.31002807617188,0,300,0
43,-241.36526489257812,26,300,0
44,-102.398681640625,0,300,0
45,-88.50740814208984,0,300,0
46,344.4404602050781,0,54,1
47,-113.98030853271484,0,300,0
48,-48.50941467285156,0,300,0
49,157.58424377441406,0,300,0
50,-18.37771224975586,0,300,0
51,-76.72123718261719,0,300,0
52,-30.76904296875,0,300,0
53,57.336578369140625,35,300,0
54,253.44114685058594,1,300,0
55,-2851.4072265625,171,300,0
56,-20.5443058013916,10,300,0
57,-1428.0498046875,88,300,0
58,-79.86188507080078,7,300,0
59,154.59312438964844,3,300,0
60,-109.02534484863281,0,300,0
61,257.0087890625,8,300,0
62,-84.94033813476562,3,300,0
63,-59.92311477661133,0,300,0
64,266.15606689453125,7,300,0
65,257.0307922363281,0,300,0
66,-75.34146881103516,0,300,0
67,-41.87882614135742,0,300,0
68,262.9490966796875,0,300,0
69,-41.143760681152344,0,300,0
70,-33.33461380004883,0,300,0
71,251.66220092773438,0,300,0
72,-1765.865966796875,106,300,0
73,53.583580017089844,30,300,0
74,-2353.58544921875,175,300,0
75,-3030.09765625,157,300,0
76,-2955.47216796875,231,300,0
77,259.294189453125,0,300,0
78,-1931.6953125,138,300,0
79,-1899.69384765625,100,300,0
80,-1165.32763671875,78,300,0
81,-617.387451171875,46,300,0
82,-24.393394470214844,0,300,0
83,-1135.1968994140625,55,300,0
84,-49.20861053466797,0,300,0
85,-3080.41845703125,170,300,0
86,-81.66287231445312,0,300,0
87,-3338.796875,181,300,0
88,209.6603240966797,16,300,0
89,-55.837894439697266,0,300,0
90,-50.561126708984375,0,300,0
91,-77.23017883300781,0,300,0
92,-660.21728515625,78,300,0
93,-77.36973571777344,0,300,0
94,-195.60076904296875,12,300,0
95,-55.44219970703125,0,300,0
96,-41.0837516784668,0,300,0
97,-44.68370056152344,0,300,0
98,-86.54742431640625,0,300,0
99,291.3753356933594,0,300,0
100,-4322.1826171875,207,300,0
