episode,return_mean,collisions,steps,success
1,-74.57081604003906,0,300,0
2,203.25978088378906,0,300,0
3,-145.073486328125,9,300,0
4,257.29522705078125,0,300,0
5,336.640625,3,193,1
6,-98.32744598388672,0,300,0
7,-140.679931640625,0,300,0
8,-137.59701538085938,0,300,0
9,-91.89274597167969,0,300,0
10,-103.8563232421875,0,300,0
11,-102.17483520507812,0,300,0
12,-132.88719177246094,6,300,0
13,-166.05181884765625,1,300,0
14,-26.871627807617188,10,300,0
15,-88.85894012451172,3,300,0
16,-124.3602294921875,0,300,0
17,-111.15882873535156,0,300,0
18,255.05194091796875,0,300,0
19,232.73550415039062,0,300,0
20,400.2060546875,0,265,1
21,-122.678466796875,0,300,0
22,-119.42192077636719,0,300,0
23,-81.33638763427734,0,300,0
24,-65.7164306640625,0,300,0
25,-105.74310302734375,0,300,0
26,-39.09560775756836,0,300,0
27,-114.98088836669922,0,300,0
28,-595.9212036132812,61,300,0
29,-93.27464294433594,0,300,0
30,-183.8602294921875,17,300,0
31,-4455.3359375,237,300,0
32,280.4089660644531,3,300,0
33,-3721.55419921875,216,300,0
34,-3151.73095703125,190,300,0
35,-3987.8603515625,228,300,0
36,-4785.89501953125,254,300,0
37,-4738.0517578125,258,300,0
38,-4693.3154296875,246,300,0
39,-5430.63232421875,265,300,0
40,-5785.5146484375,287,300,0
41,-3935.33544921875,210,300,0
42,264.52667236328125,0,300,0
43,-3084.944091796875,175,300,0
44,232.36203002929688,1,300,0
45,-4437.0244140625,241,300,0
46,-650.3584594726562,35,300,0
47,-2802.87744140625,139,300,0
48,305.5958557128906,0,300,0
49,-18.213851928710938,23,300,0
50,-3798.818359375,207,300,0
51,-2206.669677734375,114,300,0
52,-5312.8251953125,256,300,0
53,-4626.94482421875,254,300,0
54,-5258.552734375,279,300,0
55,267.3420715332031,0,300,0
56,282.29095458984375,0,300,0
57,-3405.09716796875,178,300,0
58,-4696.91015625,267,300,0
59,-3673.771484375,215,300,0
60,-5597.6162109375,282,300,0
61,272.19110107421875,0,300,0
62,-2730.8583984375,143,300,0
63,301.6889343261719,0,300,0
64,-2750.043701171875,139,300,0
65,-4006.36474609375,204,300,0
66,-5466.005859375,295,300,0
67,-4512.56494140625,228,300,0
68,-2195.31201171875,115,300,0
69,-3877.730224609375,211,300,0
70,-4184.38720703125,229,300,0
71,-2184.7763671875,100,300,0
72,241.54971313476562,9,300,0
73,-2475.9736328125,128,300,0
74,-2913.44384765625,156,300,0
75,-4341.33203125,235,300,0
76,-1730.71484375,103,300,0
77,-3367.541015625,173,300,0
78,-1.1667852401733398,0,300,0
79,249.40916442871094,0,300,0
80,-4554.421875,208,300,0
81,-5474.9169921875,238,300,0
82,-5654.7294921875,248,300,0
83,-6333.8994140625,278,300,0
84,-6107.06005859375,269,300,0
85,-5857.3525390625,260,300,0
86,-5658.6875,243,300,0
87,-5798.9248046875,252,300,0
88,-6784.6953125,295,300,0
89,-6210.32080078125,266,300,0
90,-5817.404296875,249,300,0
91,-6005.23291015625,261,300,0
92,54.66081237792969,13,300,0
93,-5698.7099609375,252,300,0
94,297.4039001464844,0,300,0
95,-5770.177734375,243,300,0
96,-5744.5947265625,248,300,0
97,-6242.3466796875,262,300,0
98,-6776.07275390625,292,300,0
99,285.2491760253906,0,300,0
100,-6455.818359375,273,300,0
