episode,return_mean,collisions,steps,success
1,-5.933984756469727,0,300,0
2,-3.0758891105651855,0,300,0
3,176.82443237304688,0,300,0
4,345.1070861816406,0,258,1
5,-2.5542502403259277,0,300,0
6,189.48765563964844,0,300,0
7,-6.403684139251709,0,300,0
8,-36.90081787109375,3,300,0
9,8.058626174926758,0,300,0
10,315.2811279296875,2,188,1
11,-1.3637306690216064,0,300,0
12,11.226816177368164,0,300,0
13,187.04644775390625,0,300,0
14,193.85833740234375,0,300,0
15,-0.7169697284698486,1,300,0
16,208.41358947753906,0,300,0
17,163.12977600097656,2,300,0
18,173.0646514892578,0,300,0
19,-10.09568977355957,0,300,0
20,-8.775388717651367,0,300,0
21,191.343017578125,0,300,0
22,172.32933044433594,4,300,0
23,161.0484619140625,0,300,0
24,4.311485767364502,0,300,0
25,-7.449203968048096,1,300,0
26,139.81973266601562,7,300,0
27,-22.510726928710938,4,300,0
28,-23.5352725982666,2,300,0
29,197.4219970703125,0,300,0
30,173.43325805664062,0,300,0
31,1.5280680656433105,0,300,0
32,-6.51239013671875,1,300,0
33,-1.858363151550293,0,300,0
34,193.29470825195312,0,300,0
35,-1.9996376037597656,0,300,0
36,191.61488342285156,0,300,0
37,167.9788818359375,0,300,0
38,-17.770584106445312,2,300,0
39,5.374387741088867,0,300,0
40,361.526611328125,0,278,1
41,5.705954551696777,0,300,0
42,198.3656768798828,0,300,0
43,206.8782501220703,0,300,0
44,186.2397003173828,0,300,0
45,8.602956771850586,0,300,0
46,157.13693237304688,2,300,0
47,350.3514709472656,0,241,1
48,196.72268676757812,0,300,0
49,192.69480895996094,0,300,0
50,199.88465881347656,0,300,0
51,16.299829483032227,0,300,0
52,8.858498573303223,0,300,0
53,8.291057586669922,0,300,0
54,166.0607452392578,0,300,0
55,190.67184448242188,1,300,0
56,184.86636352539062,0,300,0
57,6.54108190536499,0,300,0
58,-16.033832550048828,1,300,0
59,198.98948669433594,0,300,0
60,13.484559059143066,0,300,0
61,198.9990692138672,0,300,0
62,322.62054443359375,2,259,1
63,47.38458251953125,15,300,0
64,201.20770263671875,0,300,0
65,-7.801057815551758,3,300,0
66,169.06198120117188,0,300,0
67,318.99749755859375,0,110,1
68,-2.922198534011841,1,300,0
69,330.5596008300781,0,83,1
70,121.07685852050781,6,300,0
71,67.96058654785156,13,300,0
72,101.38233947753906,11,300,0
73,207.894287109375,0,300,0
74,317.5162658691406,0,92,1
75,338.3594055175781,0,187,1
76,334.93414306640625,0,187,1
77,174.9463653564453,0,300,0
78,314.3290710449219,0,57,1
79,317.1711730957031,0,75,1
80,0.07111251354217529,2,300,0
81,-3.319887638092041,1,300,0
82,160.59201049804688,4,300,0
83,6.615281581878662,1,300,0
84,205.81593322753906,0,300,0
85,176.6830291748047,3,300,0
86,337.4563293457031,0,216,1
87,321.3811340332031,0,66,1
88,184.68922424316406,0,300,0
89,5.651666164398193,0,300,0
90,4.42390251159668,0,300,0
91,168.23959350585938,0,300,0
92,9.403437614440918,0,300,0
93,160.67124938964844,0,300,0
94,321.57550048828125,0,67,1
95,199.9073028564453,0,300,0
96,186.74169921875,1,300,0
97,4.070114612579346,0,300,0
98,7.571909427642822,0,300,0
99,316.8332214355469,0,101,1
100,172.55905151367188,0,300,0
101,169.8062744140625,0,300,0
102,189.83099365234375,1,300,0
103,195.10604858398438,0,300,0
104,319.2077331542969,0,86,1
105,206.39881896972656,0,300,0
106,186.51475524902344,0,300,0
107,187.63551330566406,0,300,0
108,336.3122863769531,1,179,1
109,192.4903106689453,1,300,0
110,205.08970642089844,0,300,0
111,176.4836883544922,2,300,0
112,136.8688201904297,7,300,0
113,180.2472686767578,0,300,0
114,0.8986829519271851,0,300,0
115,176.93418884277344,0,300,0
116,341.4029541015625,0,232,1
117,329.7659912109375,0,120,1
118,-20.468490600585938,3,300,0
119,326.8514404296875,1,164,1
120,350.23101806640625,0,187,1
121,22.40605926513672,0,300,0
122,327.63421630859375,0,185,1
123,178.7481231689453,0,300,0
124,120.47925567626953,8,300,0
125,16.791648864746094,0,300,0
126,339.80615234375,0,241,1
127,182.6017608642578,0,300,0
128,202.2766876220703,1,300,0
129,211.86671447753906,0,300,0
130,13.294050216674805,0,300,0
131,6.866943359375,0,300,0
132,204.1685028076172,0,300,0
133,195.97462463378906,0,300,0
134,176.29039001464844,0,300,0
135,203.54588317871094,0,300,0
136,185.48414611816406,2,300,0
137,176.20736694335938,0,300,0
138,4.825055122375488,0,300,0
139,158.7010498046875,2,300,0
140,-33.9129638671875,4,300,0
141,1.3950525522232056,0,300,0
142,194.3912811279297,2,300,0
143,186.2796630859375,0,300,0
144,152.05487060546875,3,300,0
145,207.3990478515625,0,300,0
146,194.12686157226562,0,300,0
147,-8.548709869384766,1,300,0
148,19.261985778808594,0,300,0
149,2.176842212677002,0,300,0
150,18.874027252197266,0,300,0
151,12.38834285736084,1,300,0
152,325.90411376953125,0,170,1
153,0.5171173214912415,0,300,0
154,199.7801971435547,0,300,0
155,0.8349108695983887,0,300,0
156,180.05238342285156,0,300,0
157,204.9913330078125,0,300,0
158,196.50936889648438,0,300,0
159,158.56385803222656,3,300,0
160,0.7215142250061035,0,300,0
161,-18.80290985107422,2,300,0
162,-7.18460750579834,1,300,0
163,186.9615020751953,1,300,0
