episode,return_mean,collisions,steps,success
1,-37.189117431640625,3,300,0
2,350.87127685546875,0,300,0
3,-1106.293212890625,110,300,0
4,-4.698508262634277,0,300,0
5,339.7863464355469,0,300,0
6,-14.746769905090332,0,300,0
7,195.03707885742188,15,300,0
8,-344.00054931640625,35,300,0
9,-245.0208740234375,25,300,0
10,-3.8450927734375,0,300,0
11,-15.112987518310547,0,300,0
12,-290.70977783203125,29,300,0
13,-86.28617858886719,7,300,0
14,-45.46929168701172,3,300,0
15,-13.752398490905762,2,300,0
16,-1235.5120849609375,123,300,0
17,-16.668001174926758,0,300,0
18,403.9059753417969,0,300,0
19,-393.53399658203125,40,300,0
20,18.810646057128906,0,300,0
21,156.3950653076172,6,300,0
22,-8.338520050048828,0,300,0
23,389.15020751953125,0,300,0
24,-7.859003067016602,0,300,0
25,254.30726623535156,6,300,0
26,6.006704330444336,0,300,0
27,368.13800048828125,0,300,0
28,-6.739814758300781,0,300,0
29,3.985790729522705,0,300,0
30,315.8087158203125,9,300,0
31,-3.680540084838867,0,300,0
32,-325.9469299316406,33,300,0
33,14.130753517150879,0,300,0
34,186.3776397705078,14,75,1
35,12.238423347473145,0,300,0
36,408.5202941894531,0,121,1
37,104.88581848144531,17,300,0
38,269.087890625,12,118,1
39,328.037353515625,0,164,1
40,373.241943359375,0,300,0
41,387.85809326171875,0,300,0
42,404.1569519042969,0,300,0
43,-178.55010986328125,18,300,0
44,-9.795745849609375,0,300,0
45,-403.4054870605469,41,300,0
46,379.66619873046875,0,89,1
47,-7.193957328796387,0,300,0
48,9.452016830444336,0,300,0
49,-109.11079406738281,29,300,0
50,301.9928283691406,0,300,0
