episode,return_mean,collisions,steps,success
1,12.327455520629883,0,300,0
2,-2.729764461517334,0,300,0
3,-78.2030029296875,5,300,0
4,202.8289031982422,0,300,0
5,374.3890686035156,0,222,1
6,-42.628318786621094,2,300,0
7,146.97268676757812,0,300,0
8,-14.292535781860352,0,300,0
9,-20.37523651123047,0,300,0
10,154.77175903320312,0,300,0
11,-13.50710391998291,0,300,0
12,-66.06465911865234,6,300,0
13,-54.279300689697266,0,300,0
14,129.08351135253906,3,300,0
15,-16.082731246948242,0,300,0
16,-25.738731384277344,0,300,0
17,185.23057556152344,0,300,0
18,207.42300415039062,0,300,0
19,185.09854125976562,0,300,0
20,193.34909057617188,0,300,0
21,-38.379188537597656,0,300,0
22,171.54083251953125,0,300,0
23,-12.87131118774414,0,300,0
24,292.750244140625,8,203,1
25,166.35816955566406,2,300,0
26,14.197903633117676,0,300,0
27,-24.688339233398438,0,300,0
28,179.99183654785156,0,300,0
29,182.59983825683594,0,300,0
30,-43.27985382080078,0,300,0
31,-24.02875518798828,0,300,0
32,24.39334487915039,0,300,0
33,0.7867588996887207,0,300,0
34,160.12661743164062,1,300,0
35,230.4124298095703,0,300,0
36,-32.15125274658203,0,300,0
37,-5.9378156661987305,0,300,0
38,190.1463623046875,2,300,0
39,3.2740559577941895,0,300,0
40,199.73521423339844,0,300,0
41,94.6893310546875,11,300,0
42,-49.99537658691406,0,300,0
43,188.35585021972656,2,300,0
44,-40.76347351074219,0,300,0
45,225.254638671875,0,300,0
46,206.08831787109375,0,300,0
47,211.4984588623047,0,300,0
48,-8.920235633850098,0,300,0
49,191.837890625,0,300,0
50,197.6221160888672,0,300,0
51,9.95848560333252,0,300,0
52,16.577816009521484,0,300,0
53,13.61918830871582,0,300,0
54,150.78929138183594,3,300,0
55,21.031299591064453,0,300,0
56,16.067720413208008,3,300,0
57,-13.683393478393555,0,300,0
58,21.354162216186523,0,300,0
59,159.812744140625,0,300,0
60,178.31289672851562,0,300,0
61,192.8771514892578,0,300,0
62,335.8807373046875,0,80,1
63,158.86647033691406,4,300,0
64,177.99000549316406,2,300,0
65,218.3096160888672,0,300,0
66,-18.21385955810547,1,300,0
67,199.74005126953125,0,300,0
68,-3.4189863204956055,0,300,0
69,207.96054077148438,0,300,0
70,214.30322265625,0,300,0
71,189.65167236328125,0,300,0
72,370.6993103027344,0,255,1
73,217.6103973388672,0,300,0
74,188.96527099609375,0,300,0
75,167.099853515625,0,300,0
76,-9.107196807861328,0,300,0
77,42.907325744628906,15,300,0
78,50.73676300048828,0,300,0
79,202.8294677734375,0,300,0
80,190.3262481689453,0,300,0
81,351.50714111328125,1,178,1
82,218.77896118164062,0,300,0
83,184.08615112304688,0,300,0
84,13.497283935546875,0,300,0
85,3.397555351257324,0,300,0
86,-30.38024139404297,4,300,0
87,240.03207397460938,0,300,0
88,182.00926208496094,1,300,0
89,182.1529083251953,0,300,0
90,11.817028999328613,0,300,0
91,331.1916809082031,0,89,1
92,339.8760986328125,0,44,1
93,-13.497299194335938,0,300,0
94,-16.015241622924805,2,300,0
95,193.156005859375,0,300,0
96,231.16952514648438,0,300,0
97,184.23033142089844,0,300,0
98,-11.320564270019531,0,300,0
99,204.48439025878906,0,300,0
100,199.09518432617188,0,300,0
