episode,return_mean,collisions,steps,success
1,-74.57081604003906,0,300,0
2,203.25978088378906,0,300,0
3,-120.7359619140625,4,300,0
4,258.0218811035156,0,300,0
5,212.7244415283203,1,300,0
6,-88.58427429199219,0,300,0
7,-139.1719970703125,0,300,0
8,-130.206298828125,0,300,0
9,207.033203125,0,300,0
10,-82.47344970703125,0,300,0
11,-95.20881652832031,0,300,0
12,-92.43342590332031,2,300,0
13,-154.82510375976562,0,300,0
14,-129.1544647216797,0,300,0
15,-60.03239059448242,0,300,0
16,-133.55039978027344,0,300,0
17,-115.51026153564453,0,300,0
18,-75.40251159667969,0,300,0
19,-77.38919830322266,0,300,0
20,237.43565368652344,0,300,0
21,-129.69085693359375,0,300,0
22,-111.29774475097656,0,300,0
23,-77.88340759277344,0,300,0
24,241.81787109375,0,300,0
25,-106.71165466308594,0,300,0
26,-65.13807678222656,0,300,0
27,250.33169555664062,0,300,0
28,240.5394287109375,0,300,0
29,-93.17344665527344,0,300,0
30,-95.261962890625,0,300,0
31,-104.89201354980469,0,300,0
32,265.55157470703125,0,300,0
33,-53.924171447753906,0,300,0
34,-102.778564453125,0,300,0
35,-81.22103881835938,9,300,0
36,-188.1689453125,48,300,0
37,-88.31596374511719,0,300,0
38,-112.13381958007812,21,300,0
39,-83.27459716796875,0,300,0
40,-81.00265502929688,3,300,0
41,-78.35591888427734,0,300,0
42,-90.22530364990234,0,300,0
43,-91.37757873535156,3,300,0
44,-87.14714813232422,0,300,0
45,-93.9453125,10,300,0
46,327.1769714355469,0,21,1
47,-98.50702667236328,3,300,0
48,-153.050537109375,40,300,0
49,216.3891143798828,1,300,0
50,-63.57012176513672,8,300,0
51,-282.45782470703125,82,300,0
52,-340.6475830078125,105,300,0
53,-465.8160095214844,126,300,0
54,-556.3681640625,138,300,0
55,-591.0831298828125,153,300,0
56,-408.8045654296875,124,300,0
57,281.8370056152344,0,300,0
58,-612.9532470703125,167,300,0
59,-426.9632263183594,89,300,0
60,-452.01983642578125,117,300,0
61,277.90655517578125,0,300,0
62,-154.98947143554688,24,300,0
63,301.7654113769531,0,300,0
64,-144.51467895507812,22,300,0
65,-106.25662231445312,0,300,0
66,-210.83668518066406,52,300,0
67,-91.08726501464844,0,300,0
68,-27.18267822265625,0,300,0
69,-371.2999572753906,94,300,0
70,-566.91357421875,145,300,0
71,-372.17572021484375,100,300,0
72,-541.4554443359375,150,300,0
73,-575.1519775390625,161,300,0
74,-731.3698120117188,173,300,0
75,-654.5797119140625,178,300,0
76,-569.773681640625,141,300,0
77,-634.4892578125,153,300,0
78,311.24298095703125,0,300,0
79,-351.7014465332031,131,300,0
80,-512.7696533203125,132,300,0
81,-439.5569152832031,118,300,0
82,-533.9127197265625,140,300,0
83,-605.1943359375,159,300,0
84,-505.1643981933594,130,300,0
85,-482.64306640625,130,300,0
86,-379.08563232421875,97,300,0
87,-350.96966552734375,101,300,0
88,-519.00830078125,145,300,0
89,-393.75653076171875,110,300,0
90,-304.88238525390625,67,300,0
91,-283.72406005859375,70,300,0
92,-264.9107666015625,56,300,0
93,-156.18170166015625,21,300,0
94,-22.566301345825195,0,300,0
95,-99.42277526855469,0,300,0
96,-112.92864227294922,24,300,0
97,-120.296142578125,3,300,0
98,-459.80389404296875,118,300,0
99,277.6264953613281,0,300,0
100,-701.0357055664062,174,300,0
