episode,return_mean,collisions,steps,success
1,-101.83740234375,0,300,0
2,125.76557159423828,0,300,0
3,135.456298828125,0,300,0
4,255.02357482910156,0,300,0
5,200.3814697265625,0,300,0
6,-109.15737915039062,0,300,0
7,201.50738525390625,0,300,0
8,-100.71006774902344,0,300,0
9,89.8438720703125,0,300,0
10,-88.49757385253906,0,300,0
11,-111.8209228515625,0,300,0
12,-84.11499786376953,2,300,0
13,-128.835205078125,5,300,0
14,198.93141174316406,0,300,0
15,-87.04326629638672,2,300,0
16,-129.26016235351562,3,300,0
17,-99.06449890136719,0,300,0
18,330.11181640625,0,81,1
19,-74.13382720947266,0,300,0
20,168.0233917236328,0,300,0
21,-131.29881286621094,0,300,0
22,215.8172607421875,0,300,0
23,-96.1412353515625,0,300,0
24,-84.57394409179688,0,300,0
25,-117.26028442382812,0,300,0
26,-60.93062210083008,0,300,0
27,199.11984252929688,1,300,0
28,-84.52880859375,0,300,0
29,-105.58478546142578,0,300,0
30,249.84812927246094,0,300,0
31,-103.90513610839844,0,300,0
32,255.27984619140625,0,300,0
33,-92.19697570800781,0,300,0
34,86.99188232421875,0,300,0
35,-87.43956756591797,0,300,0
36,-111.88066101074219,0,300,0
37,190.47158813476562,0,300,0
38,162.02792358398438,0,300,0
39,-103.57872009277344,0,300,0
40,-99.63536071777344,0,300,0
41,-104.63045501708984,0,300,0
42,198.08929443359375,0,300,0
43,-123.53353881835938,0,300,0
44,-117.62334442138672,0,300,0
45,-114.90401458740234,0,300,0
46,-113.52638244628906,0,300,0
47,-104.04771423339844,0,300,0
48,206.52056884765625,0,300,0
49,113.61477661132812,0,300,0
50,209.54844665527344,0,300,0
51,-107.35603332519531,0,300,0
52,-65.60621643066406,0,300,0
53,-88.56575012207031,1,300,0
54,-119.95750427246094,5,300,0
55,-81.18722534179688,0,300,0
56,-63.85605239868164,0,300,0
57,-88.73150634765625,0,300,0
58,-110.46234893798828,5,300,0
59,-145.74578857421875,0,300,0
60,-89.22518920898438,4,300,0
61,-117.66268920898438,0,300,0
62,324.1624450683594,0,75,1
63,-82.55006408691406,0,300,0
64,252.60740661621094,0,300,0
65,341.14276123046875,0,142,1
66,-124.7486801147461,0,300,0
67,-87.72908020019531,0,300,0
68,-91.68451690673828,0,300,0
69,187.3260498046875,0,300,0
70,241.2265625,0,300,0
71,277.4225769042969,0,300,0
72,184.49134826660156,0,300,0
73,222.31613159179688,0,300,0
74,197.4429931640625,1,300,0
75,-102.10086059570312,0,300,0
76,-122.55780029296875,0,300,0
77,335.0150146484375,0,76,1
78,-71.90055084228516,0,300,0
79,252.81541442871094,0,300,0
80,208.34661865234375,0,300,0
81,224.5855255126953,0,300,0
82,-68.4347915649414,3,300,0
83,-122.27311706542969,0,300,0
84,227.1848602294922,0,300,0
85,-113.9166030883789,0,300,0
86,-87.00978088378906,0,300,0
87,193.52853393554688,0,300,0
88,316.95660400390625,0,235,1
89,217.54747009277344,0,300,0
90,171.1736602783203,10,300,0
91,202.74139404296875,5,300,0
92,259.59710693359375,0,300,0
93,-86.76472473144531,0,300,0
94,-89.52960205078125,0,300,0
95,-101.84698486328125,2,300,0
96,274.3345947265625,5,300,0
97,260.5524597167969,0,300,0
98,-95.44796752929688,0,300,0
99,-65.16382598876953,0,300,0
100,-100.85675811767578,0,300,0
